"eventId","subEventName","tags","playerId","positions","matchId","eventName","teamId","matchPeriod","eventSec","subEventId","id","tagsList","pos_orig_y","pos_orig_x","pos_dest_y","pos_dest_x","period_order","possession_id","case:concept:name","concept:name","time:timestamp","org:resource"
1,"Ground defending duel","[{'id': 702}, {'id': 1801}]",14732,"[{'y': 92, 'x': 67}, {'y': 91, 'x': 75}]",2057984,"Duel","Germany","1H",26.307318,12,258947861,"[702, 1801]",92,67,91,75,1,6,6,"Ground defending duel","1970-01-01 00:00:00.000000026","T. Müller"
1,"Ground attacking duel","[{'id': 1401}, {'id': 702}, {'id': 1801}]",336178,"[{'y': 8, 'x': 33}, {'y': 9, 'x': 25}]",2057984,"Duel","Mexico","1H",26.482503,11,258947951,"[1401, 702, 1801]",8,33,9,25,1,7,7,"Ground attacking duel","1970-01-01 00:00:00.000000026","J. Gallardo"
7,"Touch","[{'id': 1401}]",14732,"[{'y': 95, 'x': 73}, {'y': 81, 'x': 62}]",2057984,"Others on the ball","Germany","1H",29.233493,72,258947862,"[1401]",95,73,81,62,1,8,8,"Touch","1970-01-01 00:00:00.000000029","T. Müller"
8,"Simple pass","[{'id': 1802}]",336178,"[{'y': 9, 'x': 25}, {'y': 5, 'x': 27}]",2057984,"Pass","Mexico","1H",29.968657,85,258947952,"[1802]",9,25,5,27,1,9,9,"Simple pass","1970-01-01 00:00:00.000000029","J. Gallardo"
8,"Simple pass","[{'id': 1801}]",295156,"[{'y': 19, 'x': 38}, {'y': 30, 'x': 37}]",2057984,"Pass","Mexico","1H",31.755271,85,258947953,"[1801]",19,38,30,37,1,9,9,"Simple pass","1970-01-01 00:00:00.000000031","H. Lozano"
8,"Simple pass","[{'id': 1801}]",112459,"[{'y': 30, 'x': 37}, {'y': 26, 'x': 31}]",2057984,"Pass","Mexico","1H",32.473605,85,258947954,"[1801]",30,37,26,31,1,9,9,"Simple pass","1970-01-01 00:00:00.000000032","H. Herrera"
8,"Simple pass","[{'id': 1801}]",3384,"[{'y': 26, 'x': 31}, {'y': 27, 'x': 41}]",2057984,"Pass","Mexico","1H",33.711383,85,258947955,"[1801]",26,31,27,41,1,9,9,"Simple pass","1970-01-01 00:00:00.000000033","A. Guardado"
8,"Simple pass","[{'id': 1801}]",3685,"[{'y': 27, 'x': 41}, {'y': 38, 'x': 46}]",2057984,"Pass","Mexico","1H",34.57151,85,258947956,"[1801]",27,41,38,46,1,9,9,"Simple pass","1970-01-01 00:00:00.000000034","C. Vela"
1,"Ground loose ball duel","[{'id': 701}, {'id': 1802}]",14723,"[{'y': 62, 'x': 54}, {'y': 51, 'x': 45}]",2057984,"Duel","Germany","1H",35.455976,13,258947863,"[701, 1802]",62,54,51,45,1,10,10,"Ground loose ball duel","1970-01-01 00:00:00.000000035","T. Kroos"
1,"Ground loose ball duel","[{'id': 703}, {'id': 1801}]",112459,"[{'y': 38, 'x': 46}, {'y': 49, 'x': 55}]",2057984,"Duel","Mexico","1H",35.455976,13,258947959,"[703, 1801]",38,46,49,55,1,11,11,"Ground loose ball duel","1970-01-01 00:00:00.000000035","H. Herrera"
8,"Simple pass","[{'id': 1801}]",7941,"[{'y': 49, 'x': 55}, {'y': 95, 'x': 34}]",2057984,"Pass","Mexico","1H",36.869373,85,258947961,"[1801]",49,55,95,34,1,11,11,"Simple pass","1970-01-01 00:00:00.000000036","J. Hernández"
7,"Touch","[]",255387,"[{'y': 95, 'x': 34}, {'y': 76, 'x': 58}]",2057984,"Others on the ball","Mexico","1H",39.975056,72,258947963,,95,34,76,58,1,11,11,"Touch","1970-01-01 00:00:00.000000039","C. Salcedo"
8,"Simple pass","[{'id': 1801}]",255387,"[{'y': 76, 'x': 58}, {'y': 64, 'x': 43}]",2057984,"Pass","Mexico","1H",45.320548,85,258947965,"[1801]",76,58,64,43,1,11,11,"Simple pass","1970-01-01 00:00:00.000000045","C. Salcedo"
8,"Simple pass","[{'id': 1801}]",112777,"[{'y': 64, 'x': 43}, {'y': 28, 'x': 43}]",2057984,"Pass","Mexico","1H",47.528834,85,258947966,"[1801]",64,43,28,43,1,11,11,"Simple pass","1970-01-01 00:00:00.000000047","H. Ayala"
8,"Simple pass","[{'id': 1801}]",3795,"[{'y': 28, 'x': 43}, {'y': 48, 'x': 69}]",2057984,"Pass","Mexico","1H",51.422469,85,258947967,"[1801]",28,43,48,69,1,11,11,"Simple pass","1970-01-01 00:00:00.000000051","H. Moreno"
8,"Simple pass","[{'id': 1801}]",7941,"[{'y': 48, 'x': 69}, {'y': 26, 'x': 76}]",2057984,"Pass","Mexico","1H",52.587707,85,258947997,"[1801]",48,69,26,76,1,11,11,"Simple pass","1970-01-01 00:00:00.000000052","J. Hernández"
8,"Smart pass","[{'id': 302}, {'id': 1801}]",3685,"[{'y': 26, 'x': 76}, {'y': 35, 'x': 90}]",2057984,"Pass","Mexico","1H",54.946738,86,258947998,"[302, 1801]",26,76,35,90,1,11,11,"Smart pass","1970-01-01 00:00:00.000000054","C. Vela"
10,"Shot","[{'id': 402}, {'id': 2101}, {'id': 201}, {'id': 1802}]",295156,"[{'y': 35, 'x': 90}, {'y': 100, 'x': 100}]",2057984,"Shot","Mexico","1H",57.235054,100,258948009,"[402, 2101, 201, 1802]",35,90,100,100,1,11,11,"Shot","1970-01-01 00:00:00.000000057","H. Lozano"
7,"Touch","[{'id': 1401}]",14716,"[{'y': 63, 'x': 9}, {'y': 59, 'x': 0}]",2057984,"Others on the ball","Germany","1H",59.120842,72,258947867,"[1401]",63,9,59,0,1,12,12,"Touch","1970-01-01 00:00:00.000000059","J. Boateng"
3,"Corner","[{'id': 801}, {'id': 1801}]",112366,"[{'y': 0, 'x': 100}, {'y': 50, 'x': 95}]",2057984,"Free Kick","Mexico","1H",85.024053,30,258948014,"[801, 1801]",0,100,50,95,1,13,13,"Corner","1970-01-01 00:00:00.000000085","M. Layún"
7,"Touch","[]",15125,"[{'y': 40, 'x': 4}, {'y': 52, 'x': 3}]",2057984,"Others on the ball","Germany","1H",86.605347,72,258947868,,40,4,52,3,1,14,14,"Touch","1970-01-01 00:00:00.000000086","M. Plattenhardt"
1,"Ground loose ball duel","[{'id': 703}, {'id': 1801}]",14795,"[{'y': 50, 'x': 5}, {'y': 40, 'x': 4}]",2057984,"Duel","Germany","1H",86.984679,13,258947894,"[703, 1801]",50,5,40,4,1,14,14,"Ground loose ball duel","1970-01-01 00:00:00.000000086","M. Hummels"
7,"Touch","[{'id': 201}, {'id': 1302}]",7941,"[{'y': 46, 'x': 92}, {'y': 48, 'x': 97}]",2057984,"Others on the ball","Mexico","1H",87.002257,72,258948015,"[201, 1302]",46,92,48,97,1,15,15,"Touch","1970-01-01 00:00:00.000000087","J. Hernández"
1,"Ground loose ball duel","[{'id': 702}, {'id': 1801}]",14716,"[{'y': 52, 'x': 3}, {'y': 52, 'x': 4}]",2057984,"Duel","Germany","1H",88.480142,13,258947869,"[702, 1801]",52,3,52,4,1,16,16,"Ground loose ball duel","1970-01-01 00:00:00.000000088","J. Boateng"
1,"Ground loose ball duel","[{'id': 703}, {'id': 1801}]",14712,"[{'y': 52, 'x': 4}, {'y': 45, 'x': 7}]",2057984,"Duel","Germany","1H",89.182975,13,258947870,"[703, 1801]",52,4,45,7,1,16,16,"Ground loose ball duel","1970-01-01 00:00:00.000000089","M. Neuer"
1,"Ground loose ball duel","[{'id': 702}, {'id': 1801}]",112777,"[{'y': 48, 'x': 97}, {'y': 48, 'x': 96}]",2057984,"Duel","Mexico","1H",89.422314,13,258948020,"[702, 1801]",48,97,48,96,1,17,17,"Ground loose ball duel","1970-01-01 00:00:00.000000089","H. Ayala"
8,"Hand pass","[{'id': 1801}]",14712,"[{'y': 45, 'x': 7}, {'y': 8, 'x': 20}]",2057984,"Pass","Germany","1H",95.267158,81,258947871,"[1801]",45,7,8,20,1,18,18,"Hand pass","1970-01-01 00:00:00.000000095","M. Neuer"
8,"Simple pass","[{'id': 1801}]",15125,"[{'y': 8, 'x': 20}, {'y': 21, 'x': 26}]",2057984,"Pass","Germany","1H",98.075413,85,258947872,"[1801]",8,20,21,26,1,18,18,"Simple pass","1970-01-01 00:00:00.000000098","M. Plattenhardt"
8,"Simple pass","[{'id': 1801}]",14723,"[{'y': 21, 'x': 26}, {'y': 81, 'x': 16}]",2057984,"Pass","Germany","1H",100.383945,85,258947873,"[1801]",21,26,81,16,1,18,18,"Simple pass","1970-01-01 00:00:00.000000100","T. Kroos"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 81, 'x': 16}, {'y': 92, 'x': 24}]",2057984,"Pass","Germany","1H",104.415132,85,258947874,"[1801]",81,16,92,24,1,18,18,"Simple pass","1970-01-01 00:00:00.000000104","J. Boateng"
1,"Ground attacking duel","[{'id': 703}, {'id': 1801}]",224593,"[{'y': 92, 'x': 24}, {'y': 85, 'x': 26}]",2057984,"Duel","Germany","1H",107.096881,11,258947875,"[703, 1801]",92,24,85,26,1,18,18,"Ground attacking duel","1970-01-01 00:00:00.000000107","J. Kimmich"
1,"Ground defending duel","[{'id': 701}, {'id': 1802}]",3685,"[{'y': 8, 'x': 76}, {'y': 15, 'x': 74}]",2057984,"Duel","Mexico","1H",107.096881,12,258948022,"[701, 1802]",8,76,15,74,1,19,19,"Ground defending duel","1970-01-01 00:00:00.000000107","C. Vela"
2,"Foul","[]",3685,"[{'y': 15, 'x': 74}, {'y': 8, 'x': 76}]",2057984,"Foul","Mexico","1H",108.285293,20,258948023,,15,74,8,76,1,19,19,"Foul","1970-01-01 00:00:00.000000108","C. Vela"
3,"Free Kick","[{'id': 1801}]",14716,"[{'y': 80, 'x': 22}, {'y': 73, 'x': 40}]",2057984,"Free Kick","Germany","1H",119.358389,31,258947876,"[1801]",80,22,73,40,1,20,20,"Free Kick","1970-01-01 00:00:00.000000119","J. Boateng"
8,"Simple pass","[{'id': 1801}]",173214,"[{'y': 73, 'x': 40}, {'y': 76, 'x': 25}]",2057984,"Pass","Germany","1H",120.740777,85,258947877,"[1801]",73,40,76,25,1,20,20,"Simple pass","1970-01-01 00:00:00.000000120","T. Werner"
7,"Touch","[]",14716,"[{'y': 76, 'x': 25}, {'y': 72, 'x': 37}]",2057984,"Others on the ball","Germany","1H",122.485084,72,258947878,,76,25,72,37,1,20,20,"Touch","1970-01-01 00:00:00.000000122","J. Boateng"
8,"High pass","[{'id': 1801}]",14716,"[{'y': 72, 'x': 37}, {'y': 1, 'x': 63}]",2057984,"Pass","Germany","1H",126.628285,83,258947879,"[1801]",72,37,1,63,1,20,20,"High pass","1970-01-01 00:00:00.000000126","J. Boateng"
8,"Simple pass","[{'id': 1801}]",15125,"[{'y': 1, 'x': 63}, {'y': 1, 'x': 75}]",2057984,"Pass","Germany","1H",130.851147,85,258947880,"[1801]",1,63,1,75,1,20,20,"Simple pass","1970-01-01 00:00:00.000000130","M. Plattenhardt"
7,"Touch","[]",14862,"[{'y': 1, 'x': 75}, {'y': 18, 'x': 72}]",2057984,"Others on the ball","Germany","1H",131.740666,72,258947882,,1,75,18,72,1,20,20,"Touch","1970-01-01 00:00:00.000000131","J. Draxler"
8,"Simple pass","[{'id': 1801}]",14862,"[{'y': 18, 'x': 72}, {'y': 26, 'x': 74}]",2057984,"Pass","Germany","1H",134.863979,85,258947883,"[1801]",18,72,26,74,1,20,20,"Simple pass","1970-01-01 00:00:00.000000134","J. Draxler"
8,"Simple pass","[{'id': 1801}]",3319,"[{'y': 26, 'x': 74}, {'y': 39, 'x': 73}]",2057984,"Pass","Germany","1H",135.744184,85,258947884,"[1801]",26,74,39,73,1,20,20,"Simple pass","1970-01-01 00:00:00.000000135","M. Özil"
1,"Ground attacking duel","[{'id': 503}, {'id': 701}, {'id': 1802}]",14862,"[{'y': 39, 'x': 73}, {'y': 35, 'x': 79}]",2057984,"Duel","Germany","1H",136.94745,11,258947885,"[503, 701, 1802]",39,73,35,79,1,20,20,"Ground attacking duel","1970-01-01 00:00:00.000000136","J. Draxler"
1,"Ground defending duel","[{'id': 504}, {'id': 703}, {'id': 1801}]",3384,"[{'y': 61, 'x': 27}, {'y': 65, 'x': 21}]",2057984,"Duel","Mexico","1H",136.94745,12,258948025,"[504, 703, 1801]",61,27,65,21,1,21,21,"Ground defending duel","1970-01-01 00:00:00.000000136","A. Guardado"
7,"Clearance","[{'id': 1802}]",255387,"[{'y': 65, 'x': 21}, {'y': 61, 'x': 66}]",2057984,"Others on the ball","Mexico","1H",138.73267,71,258948027,"[1802]",65,21,61,66,1,21,21,"Clearance","1970-01-01 00:00:00.000000138","C. Salcedo"
8,"Simple pass","[{'id': 1401}, {'id': 1801}]",14712,"[{'y': 39, 'x': 34}, {'y': 84, 'x': 38}]",2057984,"Pass","Germany","1H",141.958214,85,258947886,"[1401, 1801]",39,34,84,38,1,22,22,"Simple pass","1970-01-01 00:00:00.000000141","M. Neuer"
7,"Touch","[]",14716,"[{'y': 84, 'x': 38}, {'y': 81, 'x': 48}]",2057984,"Others on the ball","Germany","1H",145.365899,72,258947887,,84,38,81,48,1,22,22,"Touch","1970-01-01 00:00:00.000000145","J. Boateng"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 81, 'x': 48}, {'y': 93, 'x': 61}]",2057984,"Pass","Germany","1H",149.44484,85,258947888,"[1801]",81,48,93,61,1,22,22,"Simple pass","1970-01-01 00:00:00.000000149","J. Boateng"
8,"Simple pass","[{'id': 1801}]",224593,"[{'y': 93, 'x': 61}, {'y': 82, 'x': 54}]",2057984,"Pass","Germany","1H",151.476829,85,258947889,"[1801]",93,61,82,54,1,22,22,"Simple pass","1970-01-01 00:00:00.000000151","J. Kimmich"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 82, 'x': 54}, {'y': 93, 'x': 64}]",2057984,"Pass","Germany","1H",155.238444,85,258947890,"[1801]",82,54,93,64,1,22,22,"Simple pass","1970-01-01 00:00:00.000000155","J. Boateng"
8,"Smart pass","[{'id': 302}, {'id': 901}, {'id': 1801}]",224593,"[{'y': 93, 'x': 64}, {'y': 71, 'x': 94}]",2057984,"Pass","Germany","1H",157.116968,86,258947891,"[302, 901, 1801]",93,64,71,94,1,22,22,"Smart pass","1970-01-01 00:00:00.000000157","J. Kimmich"
10,"Shot","[{'id': 402}, {'id': 201}, {'id': 1212}, {'id': 1802}]",173214,"[{'y': 71, 'x': 94}, {'y': 0, 'x': 0}]",2057984,"Shot","Germany","1H",159.71794,100,258947893,"[402, 201, 1212, 1802]",71,94,0,0,1,22,22,"Shot","1970-01-01 00:00:00.000000159","T. Werner"
3,"Goal kick","[]",25816,"[{'y': 100, 'x': 100}, {'y': 19, 'x': 33}]",2057984,"Free Kick","Mexico","1H",191.694127,34,258948038,,100,100,19,33,1,23,23,"Goal kick","1970-01-01 00:00:00.000000191","G. Ochoa"
8,"Head pass","[{'id': 1802}]",3795,"[{'y': 19, 'x': 33}, {'y': 23, 'x': 47}]",2057984,"Pass","Mexico","1H",195.329428,82,258948040,"[1802]",19,33,23,47,1,24,24,"Head pass","1970-01-01 00:00:00.000000195","H. Moreno"
8,"Simple pass","[{'id': 1401}, {'id': 1801}]",3318,"[{'y': 77, 'x': 53}, {'y': 90, 'x': 65}]",2057984,"Pass","Germany","1H",196.58879,85,258947895,"[1401, 1801]",77,53,90,65,1,25,25,"Simple pass","1970-01-01 00:00:00.000000196","S. Khedira"
8,"Simple pass","[{'id': 1801}]",14732,"[{'y': 90, 'x': 65}, {'y': 94, 'x': 76}]",2057984,"Pass","Germany","1H",198.326746,85,258947896,"[1801]",90,65,94,76,1,25,25,"Simple pass","1970-01-01 00:00:00.000000198","T. Müller"
8,"Simple pass","[{'id': 1801}]",173214,"[{'y': 94, 'x': 76}, {'y': 94, 'x': 63}]",2057984,"Pass","Germany","1H",202.827783,85,258947897,"[1801]",94,76,94,63,1,25,25,"Simple pass","1970-01-01 00:00:00.000000202","T. Werner"
8,"Simple pass","[{'id': 1801}]",224593,"[{'y': 94, 'x': 63}, {'y': 89, 'x': 48}]",2057984,"Pass","Germany","1H",206.879132,85,258947898,"[1801]",94,63,89,48,1,25,25,"Simple pass","1970-01-01 00:00:00.000000206","J. Kimmich"
7,"Touch","[]",14716,"[{'y': 89, 'x': 48}, {'y': 81, 'x': 61}]",2057984,"Others on the ball","Germany","1H",208.737964,72,258947899,,89,48,81,61,1,25,25,"Touch","1970-01-01 00:00:00.000000208","J. Boateng"
8,"Simple pass","[{'id': 1802}]",14716,"[{'y': 81, 'x': 61}, {'y': 96, 'x': 74}]",2057984,"Pass","Germany","1H",212.668358,85,258947900,"[1802]",81,61,96,74,1,26,26,"Simple pass","1970-01-01 00:00:00.000000212","J. Boateng"
8,"Simple pass","[{'id': 1802}]",224593,"[{'y': 93, 'x': 67}, {'y': 100, 'x': 72}]",2057984,"Pass","Germany","1H",214.189515,85,258947901,"[1802]",93,67,100,72,1,27,27,"Simple pass","1970-01-01 00:00:00.000000214","J. Kimmich"
7,"Touch","[{'id': 1401}]",336178,"[{'y': 4, 'x': 26}, {'y': 7, 'x': 33}]",2057984,"Others on the ball","Mexico","1H",214.241902,72,258948042,"[1401]",4,26,7,33,1,28,28,"Touch","1970-01-01 00:00:00.000000214","J. Gallardo"
3,"Throw in","[{'id': 1801}]",224593,"[{'y': 100, 'x': 69}, {'y': 81, 'x': 66}]",2057984,"Free Kick","Germany","1H",226.507859,36,258947902,"[1801]",100,69,81,66,1,29,29,"Throw in","1970-01-01 00:00:00.000000226","J. Kimmich"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 81, 'x': 66}, {'y': 92, 'x': 77}]",2057984,"Pass","Germany","1H",227.93285,85,258947903,"[1801]",81,66,92,77,1,29,29,"Simple pass","1970-01-01 00:00:00.000000227","S. Khedira"
8,"Simple pass","[{'id': 1801}]",173214,"[{'y': 92, 'x': 77}, {'y': 80, 'x': 73}]",2057984,"Pass","Germany","1H",228.768594,85,258947904,"[1801]",92,77,80,73,1,29,29,"Simple pass","1970-01-01 00:00:00.000000228","T. Werner"
8,"Simple pass","[{'id': 1801}]",14732,"[{'y': 80, 'x': 73}, {'y': 83, 'x': 67}]",2057984,"Pass","Germany","1H",230.508555,85,258947905,"[1801]",80,73,83,67,1,29,29,"Simple pass","1970-01-01 00:00:00.000000230","T. Müller"
1,"Ground defending duel","[{'id': 1601}, {'id': 702}, {'id': 1801}]",3795,"[{'y': 17, 'x': 33}, {'y': 24, 'x': 36}]",2057984,"Duel","Mexico","1H",230.582988,12,258948044,"[1601, 702, 1801]",17,33,24,36,1,30,30,"Ground defending duel","1970-01-01 00:00:00.000000230","H. Moreno"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 76, 'x': 64}, {'y': 54, 'x': 54}]",2057984,"Pass","Germany","1H",232.237124,85,258947906,"[1801]",76,64,54,54,1,31,31,"Simple pass","1970-01-01 00:00:00.000000232","S. Khedira"
8,"Simple pass","[{'id': 1801}]",14795,"[{'y': 54, 'x': 54}, {'y': 24, 'x': 52}]",2057984,"Pass","Germany","1H",234.312438,85,258947907,"[1801]",54,54,24,52,1,31,31,"Simple pass","1970-01-01 00:00:00.000000234","M. Hummels"
8,"Simple pass","[{'id': 1801}]",14723,"[{'y': 24, 'x': 52}, {'y': 3, 'x': 64}]",2057984,"Pass","Germany","1H",236.23184,85,258947908,"[1801]",24,52,3,64,1,31,31,"Simple pass","1970-01-01 00:00:00.000000236","T. Kroos"
7,"Touch","[]",15125,"[{'y': 3, 'x': 64}, {'y': 11, 'x': 45}]",2057984,"Others on the ball","Germany","1H",237.505939,72,258947909,,3,64,11,45,1,31,31,"Touch","1970-01-01 00:00:00.000000237","M. Plattenhardt"
8,"Simple pass","[{'id': 1801}]",15125,"[{'y': 11, 'x': 45}, {'y': 32, 'x': 18}]",2057984,"Pass","Germany","1H",241.130638,85,258947910,"[1801]",11,45,32,18,1,31,31,"Simple pass","1970-01-01 00:00:00.000000241","M. Plattenhardt"
8,"Simple pass","[{'id': 1801}]",14712,"[{'y': 32, 'x': 18}, {'y': 63, 'x': 33}]",2057984,"Pass","Germany","1H",245.121325,85,258947911,"[1801]",32,18,63,33,1,31,31,"Simple pass","1970-01-01 00:00:00.000000245","M. Neuer"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 63, 'x': 33}, {'y': 40, 'x': 34}]",2057984,"Pass","Germany","1H",248.771628,85,258947912,"[1801]",63,33,40,34,1,31,31,"Simple pass","1970-01-01 00:00:00.000000248","J. Boateng"
8,"Simple pass","[{'id': 1801}]",14795,"[{'y': 40, 'x': 34}, {'y': 69, 'x': 44}]",2057984,"Pass","Germany","1H",250.936237,85,258947913,"[1801]",40,34,69,44,1,31,31,"Simple pass","1970-01-01 00:00:00.000000250","M. Hummels"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 69, 'x': 44}, {'y': 94, 'x': 69}]",2057984,"Pass","Germany","1H",253.713375,85,258947914,"[1801]",69,44,94,69,1,31,31,"Simple pass","1970-01-01 00:00:00.000000253","J. Boateng"
8,"Simple pass","[{'id': 1801}]",224593,"[{'y': 94, 'x': 69}, {'y': 92, 'x': 81}]",2057984,"Pass","Germany","1H",255.763486,85,258947915,"[1801]",94,69,92,81,1,31,31,"Simple pass","1970-01-01 00:00:00.000000255","J. Kimmich"
1,"Ground attacking duel","[{'id': 702}, {'id': 1801}]",173214,"[{'y': 92, 'x': 81}, {'y': 100, 'x': 83}]",2057984,"Duel","Germany","1H",259.079245,11,258947918,"[702, 1801]",92,81,100,83,1,31,31,"Ground attacking duel","1970-01-01 00:00:00.000000259","T. Werner"
1,"Ground defending duel","[{'id': 702}, {'id': 1801}]",295156,"[{'y': 8, 'x': 19}, {'y': 0, 'x': 17}]",2057984,"Duel","Mexico","1H",259.224749,12,258948061,"[702, 1801]",8,19,0,17,1,32,32,"Ground defending duel","1970-01-01 00:00:00.000000259","H. Lozano"
3,"Throw in","[{'id': 1801}]",224593,"[{'y': 100, 'x': 83}, {'y': 74, 'x': 77}]",2057984,"Free Kick","Germany","1H",266.09833,36,258947919,"[1801]",100,83,74,77,1,33,33,"Throw in","1970-01-01 00:00:00.000000266","J. Kimmich"
8,"Simple pass","[{'id': 1801}]",3319,"[{'y': 74, 'x': 77}, {'y': 75, 'x': 66}]",2057984,"Pass","Germany","1H",267.358647,85,258947920,"[1801]",74,77,75,66,1,33,33,"Simple pass","1970-01-01 00:00:00.000000267","M. Özil"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 75, 'x': 66}, {'y': 80, 'x': 56}]",2057984,"Pass","Germany","1H",270.695844,85,258947921,"[1801]",75,66,80,56,1,33,33,"Simple pass","1970-01-01 00:00:00.000000270","S. Khedira"
8,"Simple pass","[{'id': 1801}]",14723,"[{'y': 80, 'x': 56}, {'y': 71, 'x': 40}]",2057984,"Pass","Germany","1H",272.548121,85,258947922,"[1801]",80,56,71,40,1,33,33,"Simple pass","1970-01-01 00:00:00.000000272","T. Kroos"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 71, 'x': 40}, {'y': 31, 'x': 37}]",2057984,"Pass","Germany","1H",275.325335,85,258947923,"[1801]",71,40,31,37,1,33,33,"Simple pass","1970-01-01 00:00:00.000000275","J. Boateng"
8,"Simple pass","[{'id': 1801}]",14795,"[{'y': 31, 'x': 37}, {'y': 60, 'x': 43}]",2057984,"Pass","Germany","1H",277.820981,85,258947924,"[1801]",31,37,60,43,1,33,33,"Simple pass","1970-01-01 00:00:00.000000277","M. Hummels"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 60, 'x': 43}, {'y': 74, 'x': 42}]",2057984,"Pass","Germany","1H",282.194227,85,258947925,"[1801]",60,43,74,42,1,33,33,"Simple pass","1970-01-01 00:00:00.000000282","J. Boateng"
8,"Simple pass","[{'id': 1801}]",14723,"[{'y': 74, 'x': 42}, {'y': 63, 'x': 39}]",2057984,"Pass","Germany","1H",284.790403,85,258947926,"[1801]",74,42,63,39,1,33,33,"Simple pass","1970-01-01 00:00:00.000000284","T. Kroos"
7,"Touch","[]",14716,"[{'y': 63, 'x': 39}, {'y': 60, 'x': 48}]",2057984,"Others on the ball","Germany","1H",286.012177,72,258947927,,63,39,60,48,1,33,33,"Touch","1970-01-01 00:00:00.000000286","J. Boateng"
8,"High pass","[{'id': 1801}]",14716,"[{'y': 60, 'x': 48}, {'y': 2, 'x': 82}]",2057984,"Pass","Germany","1H",294.429462,83,258947928,"[1801]",60,48,2,82,1,33,33,"High pass","1970-01-01 00:00:00.000000294","J. Boateng"
8,"Simple pass","[{'id': 1801}]",15125,"[{'y': 2, 'x': 82}, {'y': 4, 'x': 84}]",2057984,"Pass","Germany","1H",298.122506,85,258947929,"[1801]",2,82,4,84,1,33,33,"Simple pass","1970-01-01 00:00:00.000000298","M. Plattenhardt"
